Index	Parent	Start	Move	End	Tags	Origin	Date	Video	Description
692	177	Sweetheart	Lazy sway	Sweetheart	easy, basic, body	Sharon	2015-01-08		Hand resting on her left shoulder (upper arm) to lead
693	690	Sweetheart	Boy walks around	Close hold	body, nice	Sharon	2015-01-08		Lift her left elbow and walk under it. Most girls really like this move. 
694	dup	Close hold	Slow walk backward	Close hold	body, nice	Sharon	2015-01-08		Step back on boy's left, leading girl forward on her right. Contra before doing this so she knows it's coming. Then step back on boy's right. On third step back, you can bend over as though whispering in her ear and flick her leg upward slightly (make contact just above the knee, on the back of her leg).
695	166	Close hold	Body rolls	Close hold	body	Sharon	2015-01-08		Both lean back before starting roll. Lead with suggestion only, two or three fingers on spine behind sternum. End by lifting (hip first, then shoulders) back to standard close hold.
696	144,690	Cliffhanger	Boy orbit	Boy haircombed	fun	Project 4/5	2015-01-06		Lead girl to walk forward then walk behind her, holding her in place using her shoulder. Complete the orbit and haircomb yourself.
697	147	Boy haircombed	Flick hand	Hammerlock crosshand	basic	Project 4/5	2015-01-06		Girl's hand is on your neck -- flick it down and behind her and then grab it.
698	41	Embrace	Shoulder slide + hip slide	Embrace	body	TSF Level 2	2015-02-11		Shoulders left, shoulders right, hips right, hips left (lead hips with leg, girl clamped on)
699	32	Embrace	Shoulder roll + side sit	Embrace	body	TSF Level 2	2015-02-11		Full arm contact for shoulder roll -- boy uses whole frame. Hesitate when rolling back up from the sit - fake lead with knee (so she flicks her hips), then do the real one (rolling back up sideways: hips then shoulders then head)
700	30	Embrace	Hesitation + rondez	Embrace	basic	TSF Level 2	2015-02-11		
701	20	Open hold	Boy 1.5 turn	Boy mates hold	basic	TSF Level 2	2015-02-11		
702	766	Boy mates hold	Girl turn	Embrace	easy	TSF Level 2	2015-02-11		
703	695	Embrace	Twists + body roll	Embrace	body	TSF Level 2	2015-02-11		Twist left on 1, right on two (opening up space between), then bodyroll on 3,4.
704	dup	Open hold	Girl turn	Hammerlock	easy	TSF Level 2	2015-02-11		
705	556	Hammerlock	Sunrise	Mates hold	body	TSF Level 2	2015-02-11		Unwind hammerlock, keeping non-locking hand on shoulder - gets into girl haircombed. Girl then hesitation steps into mates hold, and boy moves arms down then around in a circle to the top, then down the girl's body.
706	dup	Open hold	Girl turn	Wrap	easy, turn	Project 4/5	2015-02-17		
707	14	Wrap	Boy fake and flick	Open hold	basic	Project 4/5	2015-02-17		Boy gets in front of girl (with his back to her) on 1..4, then fake turns on 5 (right arm over head to left side), right arm back to right side on 6, then flick it away on 7 and turn to face her.
708	dup	Open hold	Walk forward	Open hold	easy, basic	Project 4/5	2015-02-17		
709	dup	Open hold	About turn	Open hold	easy, basic	Project 4/5	2015-02-17		Styling for girl: roll hip. Step forward with left then swoop butt over it; then straighten left leg.
710	203	Open hold	Single step forward	Open hold	easy, basic	Project 4/5	2015-02-17		Step forward on left (girl forward on right), together, back, together.
711	203	Open hold	Hesitation step forward	Open hold	easy, basic	Project 4/5	2015-02-17		Tap forward, tap together, tap forward, tap together.
712	67,11	Open hold	Double-handed turn (both)	Side by side	turn	Project 4/5	2015-02-17		Scoop arms down after contra, they should travel in a big circle (no short cut at the end)
713	dup	Side by side	About turn	Side by side	easy, basic	Project 4/5	2015-02-17		
714	dup	Side by side	Free turn	Close hold	easy, turn	Project 4/5	2015-02-17		
715	dup	Close hold	Dip	Close hold	easy, basic, body	Project 4/5	2015-02-17		
716	176,314	Sweetheart	Girl bow + bodyroll	Sweetheart	hard, body	TSF Level 2	2015-02-25		Prepare by leaning back and extending leg forward. On 3, lead girl forward with left hand, holding hip with right hand. Help her roll upward on 5 by leading/supporting with left hand.
717	172	Close hold	Girl plank dip	Close hold	hard, body	TSF Level 3	2015-03-03		Girl goes stiff and leans forward into boy, who side-squats away from her. Boy flicks her booty out with his hip or fingers tapping her hips on 3 to return to upright position.
718	166	Close hold	Wave hand	Embrace	easy	JT Ania	2015-04-07		Girl's hand goes to boy's hip
719	277,699	Embrace	Shoulder roll	Embrace	easy, body	JT Ania	2015-04-07		With her right hand on your hip, move her right shoulder forward and back (up in between).
720	699	Embrace	Body roll sit	Embrace	hard, body	JT Ania	2015-04-07		Move her back slightly then body wave, pulling down on her left upper arm so she sits.
721	720,560	Embrace	Knee pull	Embrace	fun	JT Ania	2015-04-07		Grab her left knee with both of yours and pull it backward by sticking your butt out. Support her upper back and slowly lift her up. Move apart for the next move.
722	dup,606	Control hold	Haircomb each other	Both haircombed	easy	JT Ania	2015-04-07		Valentine's special -- haircomb each other (boy's right goes over girl's head and vice versa). 
723	dup,608	Both haircombed	Head roll	Neck hold	hard	JT Ania	2015-04-07		Head roll by pushing her head to the side using pinky finger, then she will complete the roll on her own and you will feel like a ninja.
724	85,203	Neck hold	Push-pull	Mates hold	hard, nice	JT Ania	2015-04-07		Push her away using her shoulder (accentuate by moving yourself the other way as well) then turn/pull her back in using her crosshand
725	dup	Mates hold	Lazy sway	Mates hold	easy, basic	JT Ania	2015-04-07		
726	724	Mates hold	Side push	Close hold	hard, nice	JT Ania	2015-04-07		On 3 of basic, slide to the left, pulling her left arm across with you but blocking her hips with right. Push her away with right arm on 5 but pull her back in to close hold on 7.
727	767	Close hold opened	Jump to leg	Close hold opened	hard, fun	TSF Level 3	2015-04-28		Starting from cliffhanger (boy's right hand), wind up girl and grab her firmly around the waist, your right hip to her left hip and her at right angles. Squat slightly then jump her across you, squatting again slightly to land her on your left thigh (both her legs travel in front of you, her left leg slightly before her right so she can cross her legs as she lands). Jump her back to finish. She will need lots of support from your right arm/shoulder and also your left hand, which is held out in front of her.
728	729	Open hold	Neck dip	Neck hold	hard, nice, fun	TSF Level 3	2015-04-28		Girl turn on 5, boy goes around quickly for half a 360. Facing the direction of travel with girl slightly behind him facing backward (with good contact), support girl's neck with right shoulder in front of her chest and dip her around yourself.
729	797	Close hold	Lift	Close hold	hard	filler	2015-04-29		Pick her up and spin her around. Don't try this without permission.
730	907	Close hold opened	Scissor dip	Close hold opened	hard	filler	2015-04-29		With the side of your right hip positioned against the girl's tummy, squat slightly and pick her up with your right arm. She should wrap her legs around you. Raise her right hand until her right arm is straight, and use it to take her weight as she leans back. Support her with your right arm under her waist as well.
731	372	Open hold	Girl squat	Mates hold	body, hard, elite	Korke	2014-05-04	http://gfycat.com/BetterGreedyBengaltiger	On five, throw her left hand away and as it goes overhead pull her left shoulder in front of you to wrap. Lead her down with your right hand on her right shoulder on 1, maybe with other hand on waist as well. As she goes down, lift your left hand so both her arms go above her head. This hand should also provide support because squatting might be hard work for the girl.
732	12	Hammerlock	Swap sides	Boy wrap	swap	TSF Level 3	2015-04-28		Swap sides on 1&2 then boy keeps turning into wrap.
733	583,695	Close hold	Grind step + squat + roll	Embrace	body	TSF Level 3	2015-04-28		Chase her right wrist down and back in a big circle, then twist to boy's left holding high and drop on five, twist right on 6, bodyroll 7&8.
734	395	Embrace	Tap + Slide	Embrace	fun	TSF Level 3	2015-04-28		With BRF between girl's feet, tap right on 5, then just after 6 push GLF with BRF, transferring weight to it on 7.
735	32	Embrace	Roll shoulder + side roll	Embrace	body	TSF Level 3	2015-04-28		Roll her right shoulder up and back on 1, twist left and squat on 2, flick boy's right knee on three to move her hips back then roll upper torsos upright on 4.
736	451	Sweetheart	T-lean	Sweetheart	body, hard	perf	2015-05-14	https://youtu.be/vT33HjfrMZU?t=1m56s	Boy behind girl, holding her upper arms (gently) in T position. She leans forward.
737	717	Close hold	Plank dip leg curl	Close hold	body, hard	perf	2015-05-14	https://youtu.be/vT33HjfrMZU?t=3m10s	Girl curls her right leg around boy's right leg
738	737	Close hold	Leg curl lift	Close hold	body, hard, elite	perf	2015-05-14	https://youtu.be/vT33HjfrMZU?t=2m11s	Boy uses curled leg to fling girl into the air.
739	767	Embrace	Lifted splits	Embrace	body, hard, elite	perf	2015-05-14	https://youtu.be/vT33HjfrMZU?t=3m28s	Boy lifts girl and lowers, supports, and lifts her while she does most of a split.
740	1	Open hold	Connection exercise	Open hold	fun, exercise 	filler	2015-05-14		Put her hand(s) on your chest and then walk backwards/forwards/sideways.
741	-	Close hold opened	Lunge dip	Close hold	fun, body, hard	SBF	2015-05-14		
742	695	Embrace	Sway roll	Embrace	body, fun	Juan	2015-05-14		Sway, head trailing, then pause and reverse to sway with head leading, into bodyroll.
743	740	Open hold	Sissy squat	Open hold	hard	Nov14	2015-05-14		Lean back, bending at the knees only (keep your hips/torso ramrod straight). Do not put any weight on your partner's hand(s).
744	dup	Embrace	Basic	Embrace	easy, basic	Sharon	2015-05-15		hold girl by her right shoulderblade and left hip
745	dup,166	Embrace	Sway horizontal 	Embrace	easy, basic, body	Sharon	2015-05-15		Lift her frame slightly as contra before starting to sway
746	dup,643	Embrace	Grind step	Mates hold	easy	Sharon	2015-05-15		BLH in over GRA then push it out behind her as contra (she will twist her body to stop it going behind her) then pull her into wrap
747	200,781	Mates hold	Hip sway	Mates hold	hard, body	Sharon	2015-05-15		(Choo choo motion) BRH palm flat on side of her tummy, fingers not touching anything. Make a circular motion (starting down and then left) so she moves her hips.
748	-,19	Mates hold	Girl turn	Cliffhanger	body	Sharon	2015-05-15		Squeeze right arm for contra (don't rotate boy's frame)
749	203	Cliffhanger	Step tap	Open hold	body	Sharon	2015-05-15		
750	dup	Open hold	Boy turn	Boy hammerlock		Sharon	2015-05-15		
751	43	Boy hammerlock	Walk behind girl	Mates hold		Sharon	2015-05-15		
752	dup	Mates hold	Body rolls	Mates hold		Sharon	2015-05-15		BL thumb pushes bottom of her ribs, then BRH in front of her collarbone (hand held horizontal, just below neck) pulls her back
753	178	Mates hold	Boy walks around	Embrace		Sharon	2015-05-15		Sway her to the left, then as she sways right lift GLA and go under it.
754	-	Embrace	Step back	Control hold		Sharon	2015-05-15		Boy uses backs of hands to keep connection on her arms
755	96	Control hold	Throw hands and half turn	Arms up wrap	body, nice, fun	Sharon	2015-05-15		Flick her hands downward on 5, contra on 6, and turn her on 7, holding her arms above her head. She should complete the turn before her step on 8.
756	334	Arms up wrap	Sway horizontal 	Arms up wrap		Sharon	2015-05-15		Hold her elbows over her head with your elbows on her "teres major"s. Squeeze her elbows toward her ears to hold her securely.
757	96	Arms up wrap	Half turn	Embrace		Sharon	2015-05-15		
758	755	Embrace	Straight dip	Embrace		Sharon	2015-05-15		
759	687	Embrace	Triple sway	Embrace	body, fun	filler	2015-05-18		Sway left and right in three ways: holding her shoulders flat; then causing her head to trail behind her shoulders by tilting her shoulders away from the direction of sway; then pause and tilt her shoulders towards the direction of sway so that her head leads. End with a bodyroll (sway her away from you so she has space first).
760	695	Mates hold	Body roll	Mates hold	body, fun	filler	2015-05-19	https://youtu.be/watch?v=_-1COOsnYtI&t=3m11s	Standing behind the girl so left shoulderblade is pressing against boy's right chest, lead a body roll. Small movement for boy causes large movement for girl so be gentle.
761	695	Embrace	Sideways body roll	Embrace	body	TSF Level 3	2015-05-19		Roll GLshoulder and squat to BL. Slide Bframe to BR to lead a big body roll. After sit at end, nudge GRthigh for booty roll.
762	12	Open hold	Cross body lead with GTTL	Side-by-side	turn, swap	TSF Level 3	2015-05-19		Grind step then lead girl forward through a left turn past BR, about-turning to face in the other direction.
763	47	Side-by-side	Turn both ways	Open hold	turn, swap	TSF Level 3	2015-05-19		GTR then GTTL past BL, swapping hands when necessary
764	dup	Open hold	Step back + walk around	Mates hold		TSF Level 3	2015-05-19		Step back on 1 then walk around behind the girl
765	dup	Mates hold	Girl turns around boy	Boy wrap	swap	TSF Level 3	2015-05-19		
766	192	Boy wrap	Girl turn	Close hold		TSF Level 3	2015-05-19		
767	729	Close hold	Air pivot	Close hold	hard	TSF Level 3	2015-05-19		With girl facing to boy's right, and boy's feet planted an equal distance from girl, squat and bounce girl through an airborne 180° turn to face boy's left.
768	10	Hammerlock crosshand	Blocked outside turn	Sweetheart	hard	TSF Level 2	2015-05-20		Complete an outside (left on 5) turn in two beats then reverse 3/4 back to sweetheart.
769	717	Close hold	Plank dip + pivot	Close hold	hard, body, fun	TSF Level 2	2015-05-13		While girl is leaning on boy, walk (half-time steps) around her so she pivots.
770	85	Wrap	Push-pull + swap hands	Hammerlock crosshand		TSF Level 2	2015-05-20		Push-pull girl around boy, but take GLH from her tummy with BLH and hammerlock her with it.
771	11	Open hold	Slow windmill	Open hold		Sundays	2015-05-24		Swoop both hands down on 5 (well separated) to both complete a half turn by 8 (hands straight out to sides), then complete turn over next four counts.
772	dup	Open hold	Girl double-handed turn	Catapult		TSF Level 3	2015-05-26		
773	123	Catapult	Boy blocked outside turn	Open hold		TSF Level 3	2015-05-26		On 5, with BL on top, BTL but drop BLH across BRbicep and catch below and turn back.
774	dup,133	Open hold	Boy outside turn	Boy hammerlock		TSF Level 3	2015-05-26		
775	-	Boy hammerlock	Haircomb + arm slide	Cliffhanger		TSF Level 3	2015-05-26		
776	660	Cliffhanger	Girl TTL forward	Sweetheart	turn	TSF Level 3	2015-05-26		Girl walks forward and turns into boy.
777	9	Sweetheart	Girl half turn	Hammerlock crosshand		TSF Level 3	2015-05-26		Get locking hand (GLH) low early and keep it low throughout -- GLA should be straight down at start of turn.
778	362,600	Hammerlock crosshand	Girl wrong-way turn + flick + boy turn	Crosshand	hard, turn	TSF Level 3	2015-05-26		On 1, Girl locked with GLH. Step BL on 1 then GTL to BR, flick BLH (GRH) as BRT. Total 4 counts.
779	362	Crosshand	Girl turn + boy turn	Boy hammerlock	hard, turn	TSF Level 3	2015-05-26		On 5, girl continues to turn in same direction. BLH stays low after girl's turn as BRT.
780	3,779	Boy hammerlock	Girl turn	Crosshand	hard, turn	TSF Level 3	2015-05-26		On 1, push GRbicep behind her with BRH for GTR.
781	41	Embrace	Hip grind	Embrace	body, fun	TSF Level 2	2015-05-27	https://youtu.be/nC-VsjkH4pc?t=28s	Sway sideways on 1, 2, then step forward with BLF on 3, moving girl's hips further away with one or both hands, and twisting about 30°. Should create quite a lot of space between partners. Sway her hips toward and away (lead with one hip or the other; not front-on) from boy on 5, 6 in a figure-of-8 pattern, then step back to return to neutral position. If you're holding her lower rib cage, don't squeeze too hard -- better to hold her actual hips, or lead it one-handed with BLH on her lower back and BRA supporting her frame. Boy's hips should also do a figure-of-8 in the same direction (not towards her, this is not lombada)
782	12	Cliffhanger	Girl walk forward	Hammerlock crosshand	turn, swap	TSF Level 2	2015-05-27		Girl walks forward past boy and half turns.
783	251	Close hold	Hexagon walk	Close hold	tango	Jose May	2015-05-30		Origin: tango. Start basic on 1 but don't move right foot on 2, step diagonally forward-right (around the outside of the girl) on 3. Lead girl by rotating boy's frame. Tap on 4 then step diagonally-forward left, left, and diagonally back. Complete hexagon. Can also reverse direction or just rock back and forward on a diagonal.
784	251	Close hold	Hexagon parade	Close hold	tango	Jose May	2015-05-30		When rocking back and forward on a diagonal, rotate the girl 180° on every second beat so she is always moving forward. Girl should sweep her foot around close to the floor (leg extended, no raised knees), and pivot with both feet together.
785	784	Close hold	Tango bow	Close hold	tango	Jose May	2015-05-30		Side-by-side with girl, step forward with right on 5, drift on 6, forward left on 7, then turn left away from girl: back right on 8, more back left on 1. Pulling girl with you so she gets closer as you turn away from her. Lean to boy's right on 1, tango-style (stick hip out the other way, boy's left arm raised, frame strong). Can then hold the pose and squeeze her slightly with right forearm so that she drags her left foot up your leg.
786	736,587	Wrap	Bow	Wrap	hard, fun	Mar2015	2015-06-02		Bring girl's arms up to her shoulders (boy's arms crossed behind her). She then leans forward from the waist, keeping her back straight and arms out behind her with boy holding her hands.
787	451	Awkward wrap	Awkward dip	Awkward wrap		filler	2015-06-02		While she's awkwardly wrapped, lean her backwards, supporting her with your arm. Lead by tugging her shoulder back. Do not force it, the lead is a suggestion only.
788	322	Awkward wrap	Awkward turn	Awkward wrap	turn	filler	2015-06-02		Let go of the hand at her waist and wind her up another turn.
789	38	Close hold	Double grind step	Close hold		Sundays	2015-06-14		BLF forward, BRF forward, BLF back, BRF back, repeat with opposite feet. Lead with frame. Don't move girl around boy, boy should move around girl. Leo calls this Drunken Sailor
790	-	Solo	Chest forward	Solo	exercise	TSF Level 3	2015-06-16		Stick your sternum out. Try not to move anything else, including shoulders.
791	-	Solo	Chest back	Solo	exercise	TSF Level 3	2015-06-16		Collapse your sternum inwards. Don't shrug shoulders.
792	-	Solo	Ribcage to side	Solo	exercise	TSF Level 3	2015-06-16		Don't move your hips. Activate core.
793	-	Solo	Hips forward	Solo	exercise	TSF Level 3	2015-06-16		Bend knees slightly. Rotate pelvis like Elvis -- top of pelvis moves back and down. Try not to move anything else. 
794	-	Solo	Hips back	Solo	exercise	TSF Level 3	2015-06-16		Rotate pelvis back the other way.
795	-	Solo	Hip rotate side	Solo	exercise	TSF Level 2	2015-06-17		Bend your knees then straighten one leg to raise that hip. Do not move hips from side to side.
796	858	Open hold	Hair pull faith dip	Open hold	hard	Alba Ronald	2015-06-23	http://gfycat.com/LivelyExhaustedFoxhound	Watch the video. Be careful.
800	729	Mates hold	Float jump	Mates hold	aerial	Aerials 1	2015-06-21		Boy holds girl gently by hip bones. Both squat then she jumps really high by putting her weight on boy's wrists (with her hands). One of the safer aerials.
801	800,157	Mates hold	Girl stands on boy's thighs	Mates hold	hard, aerial	Aerials 1	2015-06-21		Boy places hands on front of girl's hip bones. She holds his wrists and puts her weight on them to jump onto his lower thighs. Boy squats for her to stand on and leans her forward. Try this with a spotter standing to catch the girl to start with. 
802	800	Open hold	Back-to-back fish lift	Open hold	hard, aerial	Aerials 1	2015-06-21	https://youtu.be/FF_EktxQl-g?t=2m52s	Do not lead socially, nearby people might get kicked. Standing back to back, girl puts her right armpit over boy's left shoulder, lock arms. Boy arches back so girl can sit on his lower back, then lift her into the air and spin her around. Girl's trailing leg fully extended, leading leg crouched. Nice to land and use remaining momentum to face each other. Also known as "teapot".
803	800	Cliffhanger	Cartwheel	Cliffhanger	hard, aerial	Aerials 1	2015-06-21		Don't do this socially, you might kick someone. Boy squats, girl cartwheels with her shoulders on his thighs while boy guides her with hands on her waist. Girl faces front (away from boy). One of the safer aerials.
804	800	Crosshand	Rock-and-roll backflip	Side-by-side	hard, aerial	Aerials 1	2015-06-21		Do not lead socially, nearby people might get kicked. Attempt with a spotter first, who is responsible for stopping girl from falling on her head if boy does not flip her fast enough. A second spotter can catch her if he flips too hard and she falls backwards after. Starting with left hand on top, turn girl to her left. BRA goes across her front (near hips) and BLH behind and just above GLknee. Girl should be centred between the boy's feet. Both squat then boy lifts quite hard with his left arm, girl keeps her knees together, she does a backflip around boy's right arm. Girl should just rest her hands on boy's arm, don't hold his left shoulder or grip tightly.
805	800	Close hold opened	Supergirl	Side-by-side	hard, aerial	Aerials 1	2015-06-21	https://youtu.be/FF_EktxQl-g?t=2m28s	Do not lead socially, nearby people might get kicked. Standing side-by-side, boy puts BRA across girl's hips to hold GRthigh, then girl backflips onto boy's shoulder. Boy supports GLshoulder with BLH. Easiest exit is girl's shoulders under BLarm (girl can hold boy's hips while upside-down). Boy should test girl's weight to make sure he is strong enough before attempting this.
806	805	Cliffhanger	Lifted crucifix	Open hold	elite, aerial	Aerials 1	2015-06-21		Do not lead socially, nearby people might get kicked. Attempt with a spotter first. Build up to this with a handstand on boy's thigh.  Girl plants right shoulder (/neck) on boy's right thigh, then kicks her legs up and over his shoulder, rotates around her butt on his shoulder, to end up sitting on his back. Boy needs to lift her waist to help her up (lean forward, but don't hurt your back by lifting too hard -- girl needs to help) then grab girl's upper arms to hold her up (boy has his arms straight above his head). Girl needs to hold her weight on her arms (her arms are straight out to the side) and straightens her body. To dismount, girl either slides down boy's back or goes back the way she came up, without the thigh (boy just holds her) (falling backwards is a bit scary).
807	800	Crosshand	Waterfall	Open hold	elite, aerial	youtube	2015-06-29	https://youtu.be/FF_EktxQl-g?t=3m28s	Boy leans forward and girl jumps over his back and around his body.
808	800	Open hold	Lindy flip	Open hold	elite, aerial	youtube	2015-06-29	https://youtu.be/okOyPH7cu5w?t=14s	WICKED. Girl gets tossed over boy's back.
809	800	Crosshand	Inversion	Crosshand	hard, aerial	youtube	2015-06-29	https://www.youtube.com/watch?v=ONc5e0rzHGQ	Girl goes upside down.
810	804	Open hold	Over-the-shoulder backflip	Open hold	elite, aerial	youtube	2015-06-29	https://youtu.be/myJj0mNNe1Y?t=4m3s	aka frida flip. Practise this one safely -- the risk of girl landing badly (on her head or butt) are high. Carefully plan how much rotational momentum boy is going to give when girl is on his shoulder. Practise with two spotters to catch girl in case things go badly.
811	810	Open hold	Over-the-shoulder double backflip	Open hold	elite, aerial	youtube	2015-06-29	https://youtu.be/myJj0mNNe1Y?t=3m24s	hahaha holy shit
812	803	Open hold	Double cartwheel	Open hold	elite, aerial	youtube	2015-06-29	https://youtu.be/xS3HUJdseAc?t=1m11s	
813	808	Open hold	Around-the-shoulder twist	Open hold	elite, aerial	youtube	2015-06-29	https://youtu.be/xS3HUJdseAc?t=58s	
814	800	Open hold	Fireman's Pole Slide	Open hold	hard, aerial	youtube	2015-06-29	https://youtu.be/xS3HUJdseAc?t=2m3s	Girl slides down boy's leg
815	956	Open hold	Flag spin	Open hold	elite, aerial	youtube	2015-06-29	https://youtu.be/xS3HUJdseAc?t=2m32s	Girl rotates while fully horizontally extended
816	731	Open hold	Girl squat	Open hold	hard	TSF Level 3	2015-06-30		Constant (light) pressure on girl's shoulder to lead this one. Try and take the weight off her legs by supporting her with arms, but keep them widely spread?
817	-	Open hold	Boy turn	Hand to boy neck		TSF Level 2	2015-07-01		
818	-	Hand to boy neck	Boy bow	Crosshand		TSF Level 2	2015-07-01		
819	dup	Crosshand	Girl turn	Sweetheart		TSF Level 2	2015-07-01		
820	-	Sweetheart	Half turn	Sweetheart		TSF Level 2	2015-07-01		
821	-	Sweetheart	Half turn	Hammerlock crosshand		TSF Level 2	2015-07-01		
822	-	Hammerlock crosshand	Half turn	Sweetheart		TSF Level 2	2015-07-01		
823	-	Sweetheart	Push-pull	Sweetheart		TSF Level 2	2015-07-01		
824	-	Sweetheart	Girl turn	Cliffhanger		TSF Level 2	2015-07-01		
825	-	Cliffhanger	Girl free turn	Open hold		TSF Level 2	2015-07-01		
826	dup	Open hold	Girl turn	Crosshand		TSF Level 2	2015-07-01		
827	dup	Crosshand	Girl double-handed turn	Crosshand		TSF Level 2	2015-07-01		
828	-	Crosshand	Hand flick + boy turn	Boy hammerlock		TSF Level 2	2015-07-01		
829	-	Boy hammerlock	Haircomb + bodyroll	Boy hammerlock		TSF Level 2	2015-07-01		
830	134	Boy hammerlock	Boy turn while bowed	Open hold		TSF Level 2	2015-07-01		
831	-	Open hold	Walk forward	Control hold		TSF Level 2	2015-07-01		With a triple step
832	-	Control hold	Point + triple step	Control hold		TSF Level 2	2015-07-01		
833	-	Control hold	Dip	Open hold		TSF Level 2	2015-07-01		BLH on GRshoulderblade, BRH at girl's small of back. Boy must not lean forward. Girl can roll head around (right shoulder, back, left shoulder) and bodyroll up.
834	166	Embrace	Chest isolations	Embrace	body, hard	filler	2015-07-27		Use side of flat hand to move ribcage side to side. Follower's shoulders and hips should stay still. Do not force it, lead is an indication only. Can block opposite shoulder to stop it moving.
835	-	Solo	Ribcage isolations	Solo	exercise	2+	2015-08-11		Try to keep hips and shoulders still while moving ribcage.
836	-	Solo	Pelvis isolations	Solo	exercise	2+	2015-08-11		Rotate pelvis in four directions: forward, backward, both sides. Rotation only, no translation.
837	dup	Close hold	Grind step	Close hold		TSF Level 2	2015-08-11		
838	dup	Close hold	Spin	Close hold opened		TSF Level 2	2015-08-11		
839	-	Close hold opened	Forward body roll	Close hold opened		TSF Level 2	2015-08-11		
840	-	Close hold opened	Walk across	Cliffhanger		TSF Level 2	2015-08-11		
841	-	Cliffhanger	Girl turn	Close hold		TSF Level 2	2015-08-11		
842	dup	Close hold	Knee roll	Close hold		TSF Level 2	2015-08-11		
843	-	Close hold	Basic	Control hold		TSF Level 2	2015-08-11		
844	-	Control hold	Rondezes	Open hold	Tango	TSF Level 2	2015-08-11		
845	dup	Open hold	Girl double-handed turn	Catapult		TSF Level 2	2015-08-11		
846	dup,640	Catapult	Boy blocked outside turn	Hammerlock		TSF Level 2	2015-08-11		
847	dup	Hammerlock	Wrong-way turn	Open hold		TSF Level 2	2015-08-11		
848	7	Open hold	Slide steps	Open hold	break	2+	2015-08-11		Slide left then slide right
849	760	Embrace	Spin and roll	Embrace	break	2+	2015-08-11		Lift on 4 then drop to squat on boy's left on 5. Rotate to boy's right on 6, opening space, then roll on 7,8
850	dup,703	Open hold	Wrap and roll	Wrap	turn, fast, break	2+	2015-08-11		
851	193,429	Open hold	Both turn (with hand swap)	Hammerlock crosshand	turn	Project 4/5	2015-09-01		GTR on 1, BTL and swaps hands behind his back on 2/3.
852	851,429	Hammerlock crosshand	Both turn	Boy hammerlock crosshand	turn	Project 4/5	2015-09-01		
853	567	Mates hold	Walking body rolls	Mates hold	body	Teri	2015-09-02		Need a lot of contact to lead this neatly. Particularly chest/back. Don't be directly behind girl though. Remember to step with toes first, then ball of foot, then heel. Wait for girl to finish roll before starting the next one, and remember to stay connected.
854	695	Boy wrap	Body rolls	Boy wrap	body	Teri	2015-09-02		Need a lot of contact to lead this neatly. Remember to step with toes first, then ball of foot, then heel. Wait for girl to finish roll before starting the next one, and remember to stay connected.
855	613	Sweetheart	Forward flip	Sweetheart	elite, aerial	youtube	2015-09-04	https://youtu.be/i4KgfzuK0O8?t=1m28s	
856	800	Open hold	Trust fall (forward)	Open hold	hard, aerial	youtube	2015-09-04	https://youtu.be/jBXQcqpYHDA?t=8m14s	Boy steps back and girl falls forward, landing with her hands around his neck.
857	614	Open hold	Shoulder lift dip	Open hold	elite, aerial	youtube	2015-09-04	https://youtu.be/jBXQcqpYHDA?t=8m34s	Girl sits on BR shoulder (belly button at his chin) then leans back past horizontal. GLF should press against BLhip (her leg is against his chest) to help support her, GRknee over BR shoulder.
858	856	Open hold	Trust fall (backward)	Open hold	hard, aerial	youtube	2015-09-10	https://youtu.be/jBXQcqpYHDA?t=8m46s	Girl falls backward past boy, keeping her body ramrod straight. He catches her at the neck on the way down and lowers her until she is just off the floor.
859	682,474	Control hold	Cross on two	Control hold	tango	Teri/David	2015-09-10		Boy: step left on 1 as normal, then pivot whole body (keeping feet aligned with body) on left toes and cross right foot behind to step on 2. Lift arms to shoulder height on 1 to indicate something weird happening, then lower them again on 2. Straighten up back to facing each other on 3, tap on 4 as usual. If girl's frame is strong she will rotate and step across herself as well.
860	474	Embrace	Hesitation pivot	Embrace	tango, fast	Teri/David	2015-09-10		Boy: step left on 1 as normal, then pivot whole body 90° to the right on two on the ball of BRF. Heel of BRF lands on 2.5 ("two-and"). Girl should rotate as well. On three, girl steps backwards and boy steps forward, rotating back to close hold on 4.
861	467,684	Crosshand	Girl turn + neck roll	Neck hold	body	Teri/David	2015-09-10		BLH on top, BLH to shoulder at start of turn on 5. For neck roll, wait until girl has finished turn. Lift arm so it doesn't hit her head. Do not slide palm around. Fingers press at base of neck (trapezius muscle) and hand feels like it is rotating around wrist. 
862	417	Neck hold	Body roll	Neck hold	body	Teri/David	2015-09-10		Lead (don't pull) her neck toward you to start the roll. Start with your little finger at the base of her neck and tap with each finger (all four fingers with half a second), <300grams force.
863	451,695	Embrace	Squat + hip isolations	Embrace	body	Teri/David	2015-09-10		With the girl facing to your right, squat or dip her slightly then indicate hip isolations with your right hand -- hold her frame (shoulders/upper body) still.
864	834	Close hold	Chest pops	Close hold	body, hard	Leo/Paula	2015-09-27	https://youtu.be/2PEhbLkwdZQ?t=1m9s	Isolate your spine and pop your chest forward on 1. Pop backwards (collapse chest) on 1.5. Pretty difficult to lead. Squat slightly and do another chest pop on 2 while squatted. Movements are small because there isn't much time. End with a rondez to the left on 3, 4.
